Open,High,Low,Volume,N,datetime,open_close_delta,high_low_delta,sin_hour,cos_hour,sin_day_of_week,cos_day_of_week
0.008333,0.09471,0.008333,48759746.0,5422.0,2020-08-14 13:00:00,0.07166700000000001,0.08637700000000001,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
0.08,0.080005,0.062936,20299537.0,2869.0,2020-08-14 13:01:00,-0.013999999999999999,0.017069,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
0.066,0.071002,0.064,19623360.0,2617.0,2020-08-14 13:02:00,0.001684999999999992,0.007001999999999994,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
0.067685,0.070659,0.066497,14743801.0,2179.0,2020-08-14 13:03:00,0.0023150000000000115,0.004161999999999999,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
0.07,0.073868,0.07,15576142.0,2055.0,2020-08-14 13:04:00,0.0017579999999999957,0.0038679999999999964,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191
